ID,TimePT,TimeCar,MarginalCostPT,CostCarCHF,distance_km,age,NbChild,NbCar,NbMoto,NbBicy,Choice,Gender_man,Gender_unreported,Gender_woman,OccupStat_fulltime,OccupStat_notfulltime
28420015,62,10,2.8,1.2,6.0,73,0,1,0,1,1,1,0,0,0,1
28420051,61,8,3.2,0.87,5.0,51,0,1,0,5,1,0,0,1,0,1
28420056,241,169,29.7,21.88,164.0,37,2,1,1,4,1,0,0,1,0,1
28420152,46,6,5.6,0.73,4.0,63,0,1,0,4,1,1,0,0,0,1
28420168,189,178,32.0,24.26,180.0,47,2,2,0,4,0,1,0,0,1,0
28420168,82,13,2.2,1.32,6.5,47,2,2,0,4,1,1,0,0,1,0
28420278,29,6,3.0,0.64,3.0,48,0,2,0,1,1,0,0,1,0,1
28420278,40,6,3.4,0.62,3.0,48,0,2,0,1,1,0,0,1,0,1
28420282,67,54,21.6,6.36,46.0,68,-1,2,1,1,1,1,0,0,0,1
28420388,109,129,0.0,15.76,116.0,45,3,1,1,5,0,1,0,0,1,0
28630054,29,9,4.0,1.1,6.5,29,2,2,-1,1,1,0,0,1,0,1
28630101,127,37,19.2,5.33,32.5,67,0,1,0,1,1,0,0,1,0,1
28630101,159,21,25.0,2.15,15.0,67,0,1,0,1,1,0,0,1,0,1
28630155,36,16,4.0,1.86,12.0,30,-1,1,-1,1,1,1,0,0,1,0
28630155,180,82,24.6,10.17,66.0,30,-1,1,-1,1,1,1,0,0,1,0
28640111,107,28,17.2,3.11,20.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
28640112,135,52,26.4,7.28,50.5,46,0,1,0,1,1,0,0,1,0,1
28640121,22,0,0.0,0.11,0.6,38,2,2,1,4,1,0,0,1,0,1
28640121,74,8,6.0,0.97,6.0,38,2,2,1,4,1,0,0,1,0,1
28640121,43,24,12.4,2.75,18.0,38,2,2,1,4,1,0,0,1,0,1
28640122,106,42,26.4,5.6,39.0,38,2,2,1,4,1,0,0,1,0,1
28640122,82,38,18.4,4.1,26.0,38,2,2,1,4,1,0,0,1,0,1
28640182,121,79,37.2,8.98,57.5,57,0,1,0,1,0,1,0,0,1,0
30330035,93,32,0.0,4.14,26.0,53,0,1,0,2,0,1,0,0,1,0
30330069,78,33,3.8,3.64,21.0,67,0,1,0,1,0,1,0,0,0,1
30330106,86,28,3.8,3.38,22.0,65,0,1,0,1,0,1,0,0,0,1
30330149,75,30,3.8,3.55,22.0,64,0,2,0,2,0,0,0,1,0,1
30330171,78,28,0.0,3.44,17.7,66,0,2,0,4,0,0,0,1,0,1
30330179,50,10,2.2,1.39,9.5,70,0,2,0,1,1,1,0,0,0,1
30330231,90,38,0.0,4.79,29.0,72,0,1,0,0,0,1,0,0,0,1
30330231,303,199,0.0,52.28,302.0,72,0,1,0,0,0,1,0,0,0,1
30330237,62,29,3.8,3.17,20.5,63,0,2,0,1,0,1,0,0,0,1
30330285,161,69,40.0,11.02,80.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
30330286,165,69,40.0,11.02,80.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
30330327,60,21,2.2,3.53,25.0,41,3,1,0,5,1,0,0,1,0,1
30330355,113,27,3.8,2.94,18.5,33,1,2,0,2,1,1,0,0,1,0
30330364,142,38,3.8,3.98,25.0,73,0,1,0,2,1,1,0,0,1,0
30330370,73,34,3.8,3.61,22.0,44,2,1,0,5,1,0,0,1,0,1
30330373,50,8,2.2,0.83,4.5,58,0,4,1,4,1,0,0,1,0,1
30330409,87,26,3.8,2.72,16.5,43,0,1,0,2,0,0,0,1,1,0
30330485,73,12,5.7,1.62,11.0,36,1,2,0,3,1,1,0,0,0,1
30330486,200,66,8.6,7.44,46.5,34,1,2,0,2,1,0,0,1,0,1
30330486,118,38,3.8,4.66,29.0,34,1,2,0,2,1,0,0,1,0,1
30330535,65,10,3.8,1.1,5.5,42,3,1,0,5,1,1,0,0,1,0
30330535,43,10,3.8,1.1,5.5,42,3,1,0,5,1,1,0,0,1,0
30330535,80,10,3.8,1.1,5.5,42,3,1,0,5,1,1,0,0,1,0
30330565,86,34,3.8,3.42,19.5,37,2,0,0,5,0,0,0,1,0,1
30330569,43,25,3.8,2.67,16.0,41,1,1,0,2,0,0,0,1,0,1
30330629,123,23,5.7,2.51,13.0,48,0,1,0,2,1,0,0,1,0,1
30330631,28,15,2.2,1.72,11.0,70,0,1,0,0,0,1,0,0,0,1
30330632,28,15,2.2,1.72,11.0,70,0,1,0,0,0,1,0,0,0,1
30330639,85,10,0.0,0.96,5.0,51,0,1,0,1,0,0,0,1,0,1
30330669,74,29,3.8,3.04,18.0,33,0,1,0,1,0,0,0,1,1,0
30330669,89,13,3.8,1.33,7.0,33,0,1,0,1,1,0,0,1,1,0
30330673,86,38,7.6,4.57,28.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
30330673,102,36,7.6,4.4,28.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
30330674,86,37,3.8,4.5,28.0,45,0,2,0,1,1,1,0,0,1,0
30330674,189,40,5.7,4.99,31.5,45,0,2,0,1,1,1,0,0,1,0
30330675,301,50,10.8,8.77,66.0,53,0,0,0,1,0,0,0,1,1,0
30330693,118,42,3.8,5.27,34.0,44,0,1,1,1,1,1,0,0,1,0
30330717,152,54,15.2,5.66,33.5,64,0,2,1,0,1,1,0,0,0,1
30330718,268,60,23.4,7.75,51.5,-1,-1,-1,-1,-1,1,0,1,0,0,1
30330725,226,72,16.2,10.46,80.0,45,0,2,0,2,1,1,0,0,1,0
30330726,84,18,7.6,1.92,10.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
30330751,182,69,15.0,12.55,93.0,58,0,2,0,2,1,1,0,0,1,0
30330778,47,28,0.0,3.18,19.0,65,0,1,0,2,0,1,0,0,0,1
30330795,280,106,11.4,11.52,68.0,62,0,4,0,0,1,1,0,0,1,0
30330798,41,5,2.2,0.54,3.0,63,0,2,0,4,1,0,0,1,0,1
30330798,22,4,2.2,0.4,2.5,63,0,2,0,4,1,0,0,1,0,1
30330821,55,24,0.0,2.69,17.5,31,0,0,0,1,0,1,0,0,1,0
30330833,83,31,3.8,3.58,22.0,51,1,2,1,7,2,1,0,0,1,0
30330851,93,25,3.8,2.97,17.5,46,2,2,1,6,1,1,0,0,0,1
30330852,115,40,10.9,5.88,41.0,38,2,2,1,6,1,0,0,1,0,1
30330875,109,37,3.8,6.29,38.0,37,3,1,1,5,1,0,0,1,0,1
30330875,23,4,3.8,0.52,1.8,37,3,1,1,5,1,0,0,1,0,1
30330879,79,24,6.7,3.51,26.0,49,0,1,0,1,1,0,0,1,1,0
30330972,48,17,2.2,1.75,10.0,66,0,1,0,2,2,1,0,0,0,1
30330986,162,50,7.6,6.13,34.5,25,0,1,0,4,2,0,0,1,0,1
30331035,160,67,11.4,10.19,74.0,57,0,1,0,0,1,1,0,0,1,0
30332010,210,74,24.6,12.22,86.0,46,0,1,1,2,1,0,0,1,1,0
30860015,122,44,0.0,4.99,29.0,55,0,1,0,1,0,0,0,1,0,1
30860017,121,52,18.4,5.49,34.0,43,1,2,2,4,0,0,0,1,0,1
30860018,152,42,3.8,4.16,25.0,16,1,2,2,4,0,0,0,1,0,1
30860031,248,71,11.4,7.18,56.5,47,0,1,0,1,1,0,0,1,1,0
30860061,190,93,34.6,14.6,104.5,33,1,2,0,2,1,0,0,1,0,1
30860095,99,3,3.8,0.37,2.3,28,2,2,0,4,1,0,0,1,0,1
30860109,96,8,7.6,0.86,5.0,-1,-1,2,-1,-1,1,1,0,0,1,0
30860139,20,1,2.2,0.32,0.9,46,0,1,1,5,2,0,0,1,0,1
30860139,54,13,3.8,1.29,7.5,46,0,1,1,5,1,0,0,1,0,1
30860141,93,26,7.6,2.72,17.0,59,0,2,0,1,1,0,0,1,1,0
30860142,123,58,7.6,6.79,45.0,59,0,2,0,1,1,0,0,1,1,0
30860145,55,13,2.2,1.38,8.0,66,0,1,0,0,1,0,0,1,0,1
30860145,23,22,2.2,2.24,13.0,66,0,1,0,0,1,0,0,1,0,1
30860149,187,54,13.6,7.91,58.0,66,-1,1,-1,0,1,0,0,1,0,1
30860155,61,17,0.0,1.63,9.5,44,0,2,0,4,0,0,0,1,0,1
30860157,119,57,19.0,5.63,28.6,-1,0,1,0,2,0,0,1,0,0,1
30860167,115,44,5.8,5.36,31.0,69,0,1,0,2,1,1,0,0,0,1
30860168,212,62,7.6,6.45,36.3,69,0,1,0,2,1,0,0,1,0,1
30860176,46,34,11.4,3.48,19.5,-1,2,1,0,3,1,0,0,1,0,1
30860181,73,24,3.8,2.38,14.0,81,0,1,0,0,1,0,0,1,0,1
30860197,73,35,15.2,3.38,18.0,-1,2,1,1,4,2,0,1,0,0,1
30860215,6,5,2.2,0.67,3.7,75,0,2,0,2,1,1,0,0,0,1
30860227,135,53,14.1,7.28,54.0,63,0,2,0,0,1,1,0,0,0,1
30860227,77,29,8.6,3.54,24.0,63,0,2,0,0,1,1,0,0,0,1
30860240,129,43,7.6,4.27,23.5,35,1,2,1,3,1,0,0,1,0,1
30860249,29,104,2.2,13.81,102.0,55,0,1,0,3,2,1,0,0,1,0
30860253,163,88,17.1,10.99,76.0,37,0,2,0,4,1,0,0,1,0,1
30860265,100,49,22.8,7.72,55.0,36,0,2,0,2,1,1,0,0,1,0
30860274,122,65,7.6,6.86,43.0,41,1,1,0,3,0,1,0,0,1,0
30860310,143,42,6.7,4.11,21.0,19,1,2,2,5,0,0,0,1,0,1
30860391,85,30,3.8,3.11,19.0,37,1,1,0,5,0,0,0,1,0,1
30860394,87,16,2.9,1.88,11.0,47,1,2,0,8,1,1,0,0,1,0
30860430,263,77,11.4,7.77,47.0,50,-1,1,-1,2,1,0,0,1,0,1
30860444,138,56,5.8,6.61,39.0,49,0,2,0,3,2,1,0,0,1,0
30860448,35,17,7.6,1.92,10.5,82,0,2,0,0,1,1,0,0,0,1
30860449,95,14,11.6,1.69,10.0,67,0,1,0,1,1,1,0,0,0,1
30860450,29,3,3.8,0.4,1.9,67,0,1,0,1,1,1,0,0,0,1
30860450,291,85,46.0,9.11,54.5,67,0,1,0,1,0,1,0,0,0,1
30860491,193,85,0.0,12.71,87.0,46,0,1,2,4,0,0,0,1,0,1
30860495,92,49,5.7,4.41,23.0,34,1,1,0,3,0,0,0,1,0,1
30860533,146,48,15.2,4.69,28.0,38,3,1,0,4,1,0,0,1,0,1
30860533,289,103,30.4,12.67,89.0,38,3,1,0,4,1,0,0,1,0,1
30860545,122,60,3.8,6.66,42.0,55,0,2,1,4,1,0,0,1,1,0
30860546,112,33,5.7,3.37,18.3,53,0,2,1,5,1,1,0,0,0,1
30860595,100,49,3.8,4.94,30.0,69,0,1,0,0,0,0,0,1,0,1
30860603,144,53,5.7,5.32,33.5,22,0,1,0,2,0,0,0,1,1,0
30860616,426,136,22.8,17.01,116.0,65,0,1,0,1,1,0,0,1,0,1
30860644,55,23,17.0,2.24,11.0,71,0,1,0,0,1,1,0,0,0,1
30860650,327,192,0.0,37.39,283.0,70,0,1,1,2,0,1,0,0,0,1
30860667,41,21,0.0,2.06,10.0,-1,1,3,2,2,0,1,0,0,0,1
30860672,35,4,3.8,0.7,1.3,58,0,1,1,3,1,0,0,1,0,1
30860718,418,126,23.6,15.15,101.0,71,0,1,0,2,1,1,0,0,0,1
30860723,132,42,6.7,4.08,20.0,39,0,1,0,1,1,1,0,0,1,0
30860726,141,138,0.0,11.79,78.5,55,0,0,0,2,0,1,0,0,1,0
30860737,211,129,0.0,24.5,186.0,69,0,1,1,1,0,1,0,0,0,1
30860762,227,19,27.0,1.85,13.0,43,0,1,0,1,1,0,0,1,0,1
30860762,53,24,2.9,2.32,12.0,43,0,1,0,1,1,0,0,1,0,1
30860768,109,51,5.8,5.33,30.0,56,0,1,0,2,1,1,0,0,1,0
30860804,10,2,0.0,0.29,0.2,61,0,2,0,3,1,1,0,0,1,0
31320005,104,75,9.6,8.2,55.0,64,0,2,0,4,0,1,0,0,0,1
31320005,266,188,38.3,30.15,230.0,64,0,2,0,4,1,1,0,0,0,1
31320097,117,71,0.0,7.91,54.0,66,0,1,0,2,0,1,0,0,0,1
31320098,306,255,0.0,41.94,311.0,66,0,1,0,2,0,1,0,0,0,1
31320316,21,7,3.2,0.92,5.0,49,0,2,1,4,1,1,0,0,1,0
31320455,94,32,4.8,3.42,23.0,61,0,1,0,1,1,1,0,0,1,0
31320591,4,0,0.0,0.2,0.4,64,0,2,0,2,2,1,0,0,1,0
31320656,95,70,0.0,7.97,54.0,42,2,2,0,4,0,1,0,0,1,0
31320685,52,34,0.0,3.27,20.0,43,0,2,2,2,1,1,0,0,1,0
31320733,50,37,4.8,4.16,27.0,85,0,0,0,0,0,1,0,0,0,1
31320757,156,124,0.0,18.87,144.0,69,0,1,0,3,0,1,0,0,0,1
31320758,108,56,27.6,5.82,38.0,46,0,1,0,3,0,1,0,0,0,1
31320887,20,2,0.0,0.33,1.3,43,2,1,0,3,1,1,0,0,1,0
31320887,238,96,46.2,11.71,87.2,43,2,1,0,3,1,1,0,0,1,0
31320888,144,61,19.2,6.22,37.0,39,2,1,0,3,1,0,0,1,0,1
31321208,73,33,0.0,3.7,25.0,31,0,1,0,4,0,1,0,0,1,0
31321463,74,21,12.4,2.25,15.0,79,0,1,0,1,1,1,0,0,0,1
31321463,23,3,3.8,0.42,1.3,79,0,1,0,1,1,1,0,0,0,1
31321487,116,75,0.0,6.71,40.0,34,0,0,0,2,0,0,0,1,1,0
31321488,73,27,0.0,2.68,18.0,63,0,0,0,4,0,0,0,1,0,1
31321488,50,19,0.0,1.88,13.0,63,0,0,0,4,0,0,0,1,0,1
31321500,63,39,6.7,5.12,34.0,68,-1,1,-1,2,0,1,0,0,0,1
31321589,20,0,2.2,0.29,1.2,34,0,1,0,2,2,1,0,0,1,0
31321590,2,0,2.2,0.1,0.2,34,0,1,0,2,1,1,0,0,1,0
31321592,319,256,0.0,42.86,321.0,56,0,1,0,4,0,1,0,0,1,0
32710154,60,10,3.4,1.15,7.0,40,2,1,1,6,1,0,0,1,0,1
32710159,28,74,45.8,1.22,111.0,51,0,2,0,2,1,1,0,0,1,0
32710161,71,12,4.0,1.05,6.0,51,0,2,0,2,1,0,0,1,0,1
32710183,41,29,3.8,4.99,36.0,-1,-1,1,-1,6,0,0,0,1,0,1
39010058,23,17,2.4,1.73,10.0,-1,1,1,0,2,0,1,0,0,0,1
39010095,117,51,9.5,5.69,35.0,24,0,3,1,1,1,0,0,1,0,1
39010115,19,10,2.2,1.09,6.5,57,0,2,1,0,1,1,0,0,1,0
39010116,19,10,2.2,1.09,6.5,51,0,2,1,0,1,0,0,1,0,1
39020001,93,38,5.9,4.0,24.0,30,0,2,0,0,1,1,0,0,1,0
39020001,178,64,12.4,7.48,49.0,30,0,2,0,0,1,1,0,0,1,0
39020173,64,30,5.1,3.3,20.0,49,0,1,0,3,0,1,0,0,1,0
39020209,87,30,5.1,3.38,20.0,45,3,2,1,2,1,1,0,0,1,0
39020293,55,25,6.3,3.01,18.0,24,0,3,0,2,1,0,0,1,1,0
39110257,40,14,3.7,1.78,12.0,47,0,1,0,4,0,1,0,0,1,0
39110258,42,15,6.8,1.75,12.5,-1,-1,-1,-1,-1,0,0,1,0,0,1
39110281,140,100,20.5,9.74,75.0,39,0,1,0,1,0,1,0,0,1,0
39110409,43,8,2.2,0.99,6.0,66,0,2,0,2,1,1,0,0,0,1
39110423,37,13,3.7,1.71,12.0,77,0,1,0,1,1,1,0,0,0,1
39110438,141,85,0.0,10.07,82.0,57,1,2,2,4,0,1,0,0,1,0
39110449,72,63,0.0,8.17,64.0,19,0,2,2,4,0,0,0,1,0,1
39110450,16,6,2.2,0.64,3.5,43,0,2,2,4,0,0,0,1,0,1
39110459,190,43,0.0,5.02,41.0,58,0,2,0,5,0,0,0,1,1,0
39110459,133,147,0.0,27.16,212.0,58,0,2,0,5,0,0,0,1,1,0
39110459,81,15,0.0,1.89,13.0,58,0,2,0,5,1,0,0,1,1,0
39110459,44,10,0.0,1.16,8.0,58,0,2,0,5,1,0,0,1,1,0
39110471,39,14,3.7,1.82,12.0,51,0,2,2,4,0,1,0,0,1,0
39110675,17,1,2.2,0.16,0.7,41,3,1,0,5,1,1,0,0,1,0
39110675,28,15,3.8,1.73,14.0,41,3,1,0,5,1,1,0,0,1,0
39110676,84,31,3.4,3.38,24.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
39110781,65,15,7.4,1.85,12.0,47,0,1,1,1,1,1,0,0,1,0
39110815,101,28,7.2,3.45,24.0,56,0,1,1,4,0,1,0,0,1,0
39110816,228,299,0.0,54.84,428.5,24,0,1,1,3,0,0,0,1,0,1
39110969,22,9,2.2,0.96,6.5,38,2,1,1,4,0,0,0,1,0,1
39110970,53,21,4.0,2.35,15.5,38,2,1,1,4,0,0,0,1,0,1
39111246,50,22,3.7,2.52,17.5,74,0,0,0,0,0,0,0,1,0,1
39111287,176,51,10.0,6.92,39.5,40,0,1,0,1,1,0,0,1,1,0
39111325,42,19,3.4,2.11,14.5,40,2,1,-1,3,0,0,0,1,0,1
39111325,46,19,3.4,2.11,14.5,40,2,1,-1,3,0,0,0,1,0,1
39111360,36,18,4.0,1.95,8.0,38,2,1,0,3,0,1,0,0,1,0
39111360,56,18,2.2,1.95,8.0,38,2,1,0,3,0,1,0,0,1,0
39120015,110,31,15.4,3.85,27.0,32,2,2,1,4,1,0,0,1,0,1
39120016,67,23,8.0,2.54,17.5,40,2,2,1,4,1,1,0,0,1,0
39120150,37,12,2.2,1.29,9.0,53,0,2,0,1,0,0,0,1,0,1
39120150,60,12,4.0,1.58,11.0,53,0,2,0,1,0,0,0,1,0,1
39120197,27,11,0.0,1.22,8.5,17,0,2,4,5,0,1,0,0,0,1
39120198,477,482,230.0,66.79,493.5,19,0,2,4,5,0,1,0,0,0,1
39120246,99,35,3.7,3.71,23.5,36,4,1,0,6,1,0,0,1,0,1
39120250,107,14,5.7,1.55,10.6,76,0,1,0,0,1,1,0,0,0,1
39120424,52,20,4.0,2.26,16.0,46,1,1,2,2,0,0,0,1,0,1
39120435,14,3,2.2,0.33,1.8,88,0,0,0,0,0,1,0,0,0,1
39120436,67,22,4.0,2.45,17.0,88,0,0,0,0,0,1,0,0,0,1
39120457,269,328,56.4,58.39,438.5,56,0,2,0,3,0,0,0,1,0,1
39120458,120,29,6.0,3.65,24.0,58,0,2,0,2,1,1,0,0,1,0
39120497,144,132,24.0,21.41,163.0,63,-1,1,0,4,0,0,0,1,0,1
39120509,120,36,0.0,5.16,30.0,52,0,2,1,2,1,1,0,0,1,0
39120519,66,14,0.0,1.85,13.0,45,1,1,0,3,0,1,0,0,1,0
39120519,24,10,0.0,1.13,8.0,45,1,1,0,3,1,1,0,0,1,0
39120559,30,10,2.2,1.12,8.0,41,0,1,0,1,0,1,0,0,1,0
39120999,86,24,3.5,2.65,19.0,40,3,1,1,5,1,0,0,1,0,1
42270003,98,40,10.6,5.36,26.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
42270007,108,80,7.4,9.39,63.0,56,0,1,0,0,0,0,0,1,1,0
42270121,64,34,3.7,4.11,28.0,63,0,1,0,3,0,1,0,0,1,0
42270163,124,62,10.6,6.22,38.0,38,0,1,0,0,1,1,0,0,1,0
42270192,18,3,2.2,0.39,1.8,62,1,2,0,4,1,1,0,0,0,1
42270209,275,116,43.2,18.59,137.0,54,0,1,0,2,1,1,0,0,1,0
42270214,134,70,0.0,7.94,54.0,22,0,3,0,3,0,1,0,0,0,1
42270214,47,35,0.0,4.06,27.0,22,0,3,0,3,0,1,0,0,0,1
42270251,90,69,7.4,7.95,54.0,55,-1,-1,-1,1,0,0,0,1,0,1
42270264,219,139,29.6,15.09,101.0,57,0,2,0,0,0,0,0,1,0,1
42270323,161,55,7.1,5.85,30.0,44,1,2,0,4,1,1,0,0,1,0
42270323,160,66,10.4,6.92,37.5,44,1,2,0,4,1,1,0,0,1,0
42270350,79,22,2.2,2.29,12.0,41,0,1,1,2,1,0,0,1,1,0
42270350,76,22,2.7,2.29,12.0,41,0,1,1,2,1,0,0,1,1,0
42270623,64,20,3.2,2.03,11.0,46,2,2,0,4,1,1,0,0,1,0
42270623,74,20,3.2,2.03,11.0,46,2,2,0,4,1,1,0,0,1,0
42270631,31,6,2.2,0.6,2.8,56,0,1,3,6,2,1,0,0,1,0
42270631,55,18,4.3,2.01,11.4,56,0,1,3,6,1,1,0,0,1,0
42270632,31,6,6.4,0.6,2.8,-1,0,1,3,6,2,0,1,0,0,1
42270632,31,5,6.4,0.57,3.1,-1,0,1,3,6,2,0,1,0,0,1
42270747,214,134,16.6,11.22,67.0,42,0,1,0,1,0,0,0,1,1,0
42270851,91,21,3.2,2.29,12.8,33,0,1,2,3,1,0,0,1,0,1
42270878,54,30,0.0,3.37,24.0,38,2,1,0,1,1,1,0,0,1,0
42270907,211,72,36.6,7.77,52.0,34,3,2,0,5,1,1,0,0,1,0
42270907,16,3,0.0,0.32,1.6,34,3,2,0,5,1,1,0,0,1,0
42270908,10,2,0.0,0.29,1.2,32,3,2,0,5,1,0,0,1,0,1
42270912,83,20,3.2,2.05,12.0,40,2,3,-1,2,1,0,0,1,0,1
42270974,130,70,0.0,8.37,54.0,44,2,1,0,4,0,1,0,0,1,0
42271066,53,40,2.55,4.44,28.0,53,0,1,0,1,1,0,0,1,1,0
42271067,98,22,5.4,2.52,14.0,42,1,1,0,2,1,0,0,1,0,1
42271092,96,72,0.0,8.13,53.0,43,0,2,4,2,0,0,0,1,0,1
42271140,111,98,28.2,9.46,61.9,25,1,1,0,1,0,0,0,1,0,1
42271144,54,18,3.2,1.89,11.0,61,0,0,0,0,0,0,0,1,0,1
42271162,108,52,10.4,5.36,35.0,68,0,0,0,0,0,0,0,1,0,1
42271192,162,66,12.5,7.81,53.0,41,2,1,0,6,0,1,0,0,1,0
42271243,194,77,0.0,10.23,74.0,44,2,2,1,4,0,1,0,0,1,0
42271271,10,0,0.0,0.11,0.8,62,0,1,1,2,2,1,0,0,1,0
42271271,16,16,0.0,0.0,1.6,62,0,1,1,2,1,1,0,0,1,0
42271272,13,4,2.2,0.5,2.5,62,0,1,1,2,1,0,0,1,0,1
42271337,254,167,0.0,27.87,207.0,68,0,1,0,1,0,1,0,0,0,1
42271394,144,68,25.0,7.91,54.0,46,0,2,1,2,1,1,0,0,0,1
42271422,113,50,23.4,5.2,34.0,35,1,2,0,2,1,1,0,0,1,0
42271423,147,78,8.5,8.97,56.5,84,0,1,0,2,0,1,0,0,0,1
42280033,3,1,2.2,0.07,0.4,76,0,1,0,1,1,1,0,0,0,1
42280033,19,7,2.2,0.64,4.0,76,0,1,0,1,1,1,0,0,0,1
42280033,19,7,2.2,0.67,4.5,76,0,1,0,1,1,1,0,0,0,1
42280034,24,7,2.2,0.67,4.5,76,0,1,0,1,1,1,0,0,0,1
42280034,4,1,2.2,0.07,0.35,76,0,1,0,1,1,1,0,0,0,1
42280034,4,1,2.2,0.1,0.5,76,0,1,0,1,1,1,0,0,0,1
42280110,33,14,7.6,1.35,8.0,21,0,1,1,3,1,1,0,0,0,1
42280200,42,41,11.0,4.51,30.0,40,1,2,0,3,1,0,0,1,1,0
42280200,35,9,5.0,0.9,6.0,40,1,2,0,3,1,0,0,1,1,0
42280200,8,7,3.8,0.64,4.0,40,1,2,0,3,1,0,0,1,1,0
42280217,68,42,5.5,4.69,30.0,67,0,1,0,0,1,0,0,1,0,1
42280258,17,7,3.8,0.64,4.0,78,0,1,0,0,0,1,0,0,0,1
42280346,45,20,0.0,1.91,11.5,70,0,0,0,0,0,0,0,1,0,1
42280369,181,92,11.7,11.01,71.0,35,2,0,0,3,0,0,0,1,0,1
42280370,205,90,13.45,10.25,65.0,35,2,0,0,3,0,0,0,1,0,1
42280523,127,62,22.0,6.96,47.0,47,0,2,0,1,1,1,0,0,1,0
42280540,71,26,0.0,2.64,15.0,16,2,1,1,5,0,0,0,1,0,1
42280540,73,26,0.0,2.64,15.0,16,2,1,1,5,0,0,0,1,0,1
42280588,173,77,9.0,7.54,48.0,52,0,1,0,7,0,0,0,1,1,0
42280650,126,68,0.0,4.54,51.0,40,3,1,1,6,0,1,0,0,0,1
42280695,70,41,5.5,4.6,30.0,39,-1,-1,-1,3,0,1,0,0,0,1
42340021,130,39,11.6,4.1,23.2,38,2,2,3,5,2,0,0,1,0,1
42340104,28,9,4.0,0.96,5.5,49,-1,2,0,1,1,0,0,1,0,1
42340125,148,66,13.3,7.71,54.0,60,0,1,0,1,1,1,0,0,1,0
42340129,29,9,8.8,0.9,5.5,54,1,1,0,3,1,1,0,0,1,0
42340129,54,16,8.8,1.5,9.5,54,1,1,0,3,1,1,0,0,1,0
42340130,56,18,17.6,1.81,11.0,54,1,1,0,3,1,1,0,0,1,0
42340159,12,1,2.2,0.16,1.0,44,0,1,3,2,1,0,0,1,0,1
42340159,72,6,8.0,0.69,4.5,44,0,1,3,2,1,0,0,1,0,1
42340221,68,30,0.0,3.34,23.0,47,0,3,1,4,1,1,0,0,1,0
42340325,177,53,10.0,5.3,33.5,60,0,1,0,1,1,1,0,0,1,0
42340423,203,87,0.0,10.52,68.0,53,0,1,0,1,0,1,0,0,1,0
44630038,106,40,8.0,3.78,22.0,39,2,2,0,4,1,0,0,1,0,1
44630160,147,50,10.0,7.17,50.0,69,0,1,0,0,0,1,0,0,0,1
44630160,98,20,3.2,2.06,11.0,69,0,1,0,0,1,1,0,0,0,1
44630231,206,119,0.0,20.26,148.0,40,0,0,0,0,0,0,0,1,1,0
44630329,10,5,0.0,0.52,2.5,54,0,2,0,1,1,1,0,0,1,0
44630329,35,14,4.0,1.42,7.5,54,0,2,0,1,1,1,0,0,1,0
44630344,100,50,11.4,5.75,37.0,49,2,1,2,5,1,1,0,0,1,0
44630344,82,22,7.6,2.21,13.0,49,2,1,2,5,1,1,0,0,1,0
44630344,54,18,4.0,1.73,9.5,49,2,1,2,5,0,1,0,0,1,0
44630393,48,17,7.4,1.98,13.0,48,0,1,1,2,1,0,0,1,0,1
44630394,48,17,7.4,1.98,13.0,48,0,1,1,2,1,0,0,1,0,1
44630465,181,93,15.8,14.72,109.0,51,2,2,0,4,1,1,0,0,1,0
44630507,194,63,17.4,8.56,60.0,52,0,2,0,1,1,1,0,0,1,0
44630513,94,28,16.4,3.24,16.2,64,0,1,0,1,1,0,0,1,0,1
44630670,172,52,8.8,6.42,43.0,45,2,3,1,2,1,0,0,1,0,1
44630671,158,52,17.6,6.42,43.0,50,2,3,1,2,1,1,0,0,1,0
44640016,48,30,0.0,2.95,16.0,19,0,2,0,2,0,1,0,0,0,1
44640053,27,11,5.0,1.12,6.5,41,2,2,0,4,1,1,0,0,1,0
44640073,71,42,5.9,6.98,52.0,52,-1,-1,-1,1,0,0,0,1,0,1
44640117,123,44,9.6,6.61,46.0,60,0,4,0,4,0,1,0,0,1,0
44640256,81,41,0.0,6.08,42.0,54,-1,1,1,-1,0,1,0,0,1,0
44640310,29,2,2.6,0.49,1.0,60,0,1,0,3,2,1,0,0,1,0
44640315,76,26,13.4,3.8,25.5,52,1,2,1,4,1,0,0,1,0,1
44640315,271,308,62.0,55.11,419.0,52,1,2,1,4,1,0,0,1,0,1
44640316,87,45,0.0,7.11,51.0,17,1,3,1,4,0,0,0,1,0,1
44640345,71,26,9.6,3.53,23.0,-1,-1,-1,-1,-1,0,0,1,0,0,1
44640349,55,26,5.0,2.54,14.5,30,0,2,0,3,0,0,0,1,0,1
44640349,73,23,4.8,3.41,24.0,30,0,2,0,3,0,0,0,1,0,1
44640350,114,40,9.6,6.15,42.0,19,0,2,0,3,0,0,0,1,0,1
44640369,246,107,56.0,19.0,135.0,-1,-1,-1,-1,-1,0,0,1,0,0,1
